key,17
7-882873,68719738882
7-896391,68722359322
7-889425,68719738882
7-156077,68719738882
7-170567,68725243905
7-160585,68720001025
7-146701,68722110465
7-141664,68722110465
6-477171,68717903874
5-869262,68717903874
7-1481670,68722110465
7-80315,68722110465
7-771392,68719738882
7-746149,68722110465
7-1399706,68720001025
7-1201024,68722359322
7-1396656,68719738882
7-1397828,68720001025
7-1398948,68725243905
7-95047,68720001025
5-866569,68717903874
7-282026,68722110465
7-296841,68722028545
5-32570,68717903874
7-294931,68719738882
7-312782,68719738882
7-312577,68722028545
7-293696,68722359322
5-118519,68717903874
7-313297,68722028545
7-288266,68719738882
7-308222,68722028545
5-117153,68717903874
7-1000054,68722028545
7-1014935,68720001025
7-1192790,68719738882
6-486624,68717903874
7-880180,68719738882
6-486024,68717903874
6-506184,68725243905
7-1193165,68725243905
7-1188132,68719738882
7-1011460,68725243905
5-704451,68717903874
7-1189240,68722028545
6-482017,68717903874
6-498748,68717903874
7-1164177,68722110465
7-913992,68725243905
6-516577,68717903874
6-495066,68717903874
6-493265,68725243905
6-489516,68717903874
5-711333,68717903874
5-689015,68717903874
7-1168353,68725243905
7-1146609,68722110465
7-1146227,68722110465
7-1142771,68722110465
7-1143810,68722110465
7-669792,68719738882
7-645279,68719738882
7-658571,68722359322
7-64345,68720001025
7-65713,68719738882
7-717041,68722028545
7-717042,68719738882
7-716902,68719738882
7-696907,68722028545
7-78793,68719738882
7-715067,68719738882
7-60192,68722028545
6-318717,68725243905
6-298033,68717903874
7-710553,68725243905
7-77717,68719738882
7-711981,68722028545
7-77129,68722110465
7-77083,68719738882
6-297199,68717903874
7-74003,68722110465
7-464485,68719738882
7-73519,68719738882
6-309218,68725243905
7-478545,68722028545
7-47087,68719738882
7-461048,68722028545
7-45713,68720001025
7-476016,68720001025
7-43581,68719738882
7-475439,68719738882
7-40188,68725243905
7-59676,68725243905
5-413476,68717903874
7-779245,68719738882
6-365019,68725243905
7-773296,68722028545
6-372909,68725243905
6-343165,68725243905
7-753946,68722110465
7-749990,68722028545
7-86790,68719738882
7-738475,68722028545
7-720403,68719738882
7-738537,68722110465
7-720252,68719738882
7-721715,68722028545
7-721716,68722028545
7-84215,68719738882
7-84885,68719738882
7-99844,68719738882
6-338847,68725243905
7-687997,68722028545
7-707392,68719738882
7-93187,68719738882
7-685053,68719738882
7-89877,68720001025
7-702142,68722028545
7-703457,68720001025
7-66797,68719738882
7-698049,68725243905
7-699165,68719738882
7-696762,68722110465
7-1326549,68722110465
7-9753,68720001025
6-442406,68725243905
7-855734,68722359322
7-1324636,68722028545
7-852474,68719738882
7-852599,68719738882
6-459933,68717903874
7-853411,68719738882
7-4746,68720001025
7-1322767,68722110465
7-853139,68722028545
7-1323657,68719738882
7-2816,68720001025
7-1321041,68722110465
6-452214,68717903874
7-824850,68725243905
7-1335849,68722359322
7-838745,68720001025
7-1329603,68722028545
7-828237,68725243905
7-829843,68722028545
7-1318624,68725243905
7-828931,68725243905
7-1281979,68725243905
7-1299565,68725243905
6-435427,68725243905
7-807281,68725243905
7-1295174,68720001025
7-998260,68719738882
7-952543,68722028545
7-1024126,68725243905
5-758761,68717903874
7-1025593,68719738882
7-1024943,68722359322
6-541057,68717903874
7-1022257,68725243905
7-948379,68719738882
7-950376,68725243905
7-1023306,68719738882
7-1039480,68722359322
7-1036736,68725243905
5-750698,68717903874
7-1033060,68725243905
7-937451,68719738882
6-525481,68717903874
7-937090,68719738882
7-1186376,68722359322
7-1007579,68719738882
6-523363,68725243905
7-1184459,68722359322
7-935137,68725243905
7-1185872,68719738882
7-932571,68722359322
7-1182654,68725243905
7-928421,68719738882
7-1003407,68719738882
7-928105,68725243905
7-931170,68719738882
7-929141,68725243905
7-1360824,68722028545
7-1378814,68719738882
7-1376642,68722359322
7-1377954,68725243905
7-1377244,68719738882
7-1377138,68725243905
7-104124,68719738882
5-891332,68717903874
7-860299,68722028545
7-879234,68725243905
6-467129,68717903874
7-103509,68722359322
6-464828,68717903874
6-465109,68725243905
7-119771,68719738882
7-875781,68719738882
7-1347078,68722028545
7-869939,68719738882
7-1340277,68722028545
7-846704,68722028545
7-113453,68719738882
7-1341619,68719738882
7-1341490,68722359322
7-1341095,68725243905
7-844680,68722359322
7-109363,68725243905
7-1352539,68722028545
7-1353535,68722110465
7-1348242,68722028545
7-857949,68722359322
7-641523,68719738882
7-653855,68719738882
7-1122662,68722359322
7-1120081,68719738882
5-454697,68717903874
7-1137428,68725243905
7-1137584,68719738882
7-622283,68719738882
7-621709,68722028545
7-621550,68722028545
7-1129897,68722110465
7-1129543,68719738882
7-634705,68722359322
7-1106967,68725243905
7-1105961,68722110465
7-628880,68722110465
7-1119844,68725243905
7-604766,68722028545
7-784973,68720001025
7-782923,68725243905
7-618752,68722028545
7-780020,68719738882
7-601767,68719738882
7-799777,68722359322
7-799276,68725243905
7-601247,68719738882
7-799188,68719738882
7-616718,68725243905
7-796161,68722110465
7-611874,68719738882
7-816248,68722028545
7-1309544,68719738882
7-813714,68725243905
7-1063237,68719738882
7-1078518,68725243905
7-1079489,68719738882
7-964863,68719738882
7-1074467,68725243905
7-965139,68719738882
7-960164,68719738882
7-1068007,68722359322
7-1071095,68722110465
7-1046661,68719738882
7-1046714,68725243905
7-1046221,68719738882
7-975470,68722028545
7-1042519,68719738882
7-1056332,68725243905
7-944493,68722028545
7-944300,68725243905
7-1054726,68719738882
7-1052553,68719738882
7-959704,68722028545
7-1048679,68725243905
7-940964,68722110465
7-958896,68722359322
7-956239,68720001025
7-957787,68725243905
6-545483,68717903874
7-952400,68722110465
7-59465,68719738882
7-473649,68719738882
7-56360,68719738882
5-261543,68717903874
7-52232,68722359322
7-53942,68720001025
7-52899,68722359322
7-51510,68720001025
7-51245,68720001025
7-22341,68720001025
7-454578,68725243905
7-23955,68722359322
7-454122,68719738882
7-23387,68725243905
7-39864,68719738882
7-38983,68719738882
7-37174,68719738882
7-427857,68722028545
7-32967,68719738882
7-425098,68722359322
7-31203,68719738882
7-31199,68722028545
7-31123,68719738882
7-438717,68722110465
7-421199,68720001025
7-19304,68725243905
7-19133,68719738882
7-14257,68720001025
7-15699,68722359322
7-583817,68719738882
7-1436738,68722028545
7-371469,68725243905
7-1437069,68719738882
7-1435497,68722359322
7-1406544,68719738882
7-341521,68725243905
7-1405662,68719738882
7-357307,68719738882
7-1404822,68722110465
